sample_id,image_id,image_path,target_name,target,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Sampling_Date
ID1746343319__Dry_Green_g,ID1746343319,train/ID1746343319.jpg,Dry_Green_g,6.9,Tas,Ryegrass_Clover,0.35,2.5,2015/11/9
ID1746343319__Dry_Total_g,ID1746343319,train/ID1746343319.jpg,Dry_Total_g,25.5,Tas,Ryegrass_Clover,0.35,2.5,2015/11/9
ID1746343319__GDM_g,ID1746343319,train/ID1746343319.jpg,GDM_g,7.5,Tas,Ryegrass_Clover,0.35,2.5,2015/11/9
ID50027657__Dry_Clover_g,ID50027657,train/ID50027657.jpg,Dry_Clover_g,7.2429,Vic,Phalaris_Clover,0.76,4.0,2015/8/14
ID50027657__Dry_Dead_g,ID50027657,train/ID50027657.jpg,Dry_Dead_g,3.6214,Vic,Phalaris_Clover,0.76,4.0,2015/8/14
ID50027657__Dry_Green_g,ID50027657,train/ID50027657.jpg,Dry_Green_g,39.8357,Vic,Phalaris_Clover,0.76,4.0,2015/8/14
ID50027657__Dry_Total_g,ID50027657,train/ID50027657.jpg,Dry_Total_g,50.7,Vic,Phalaris_Clover,0.76,4.0,2015/8/14
ID50027657__GDM_g,ID50027657,train/ID50027657.jpg,GDM_g,47.0786,Vic,Phalaris_Clover,0.76,4.0,2015/8/14
ID1357758282__Dry_Clover_g,ID1357758282,train/ID1357758282.jpg,Dry_Clover_g,0.0,NSW,Lucerne,0.77,62.0,2015/1/15
ID1357758282__Dry_Dead_g,ID1357758282,train/ID1357758282.jpg,Dry_Dead_g,4.8,NSW,Lucerne,0.77,62.0,2015/1/15
ID1357758282__Dry_Green_g,ID1357758282,train/ID1357758282.jpg,Dry_Green_g,107.3,NSW,Lucerne,0.77,62.0,2015/1/15
ID1357758282__Dry_Total_g,ID1357758282,train/ID1357758282.jpg,Dry_Total_g,112.1,NSW,Lucerne,0.77,62.0,2015/1/15
ID1357758282__GDM_g,ID1357758282,train/ID1357758282.jpg,GDM_g,107.3,NSW,Lucerne,0.77,62.0,2015/1/15
ID2014192906__Dry_Clover_g,ID2014192906,train/ID2014192906.jpg,Dry_Clover_g,0.5,Vic,Ryegrass,0.63,3.0,2015/6/26
ID2014192906__Dry_Dead_g,ID2014192906,train/ID2014192906.jpg,Dry_Dead_g,7.0,Vic,Ryegrass,0.63,3.0,2015/6/26
ID2014192906__Dry_Green_g,ID2014192906,train/ID2014192906.jpg,Dry_Green_g,3.0,Vic,Ryegrass,0.63,3.0,2015/6/26
ID2014192906__Dry_Total_g,ID2014192906,train/ID2014192906.jpg,Dry_Total_g,10.1912,Vic,Ryegrass,0.63,3.0,2015/6/26
ID2014192906__GDM_g,ID2014192906,train/ID2014192906.jpg,GDM_g,3.5,Vic,Ryegrass,0.63,3.0,2015/6/26
ID545360459__Dry_Clover_g,ID545360459,train/ID545360459.jpg,Dry_Clover_g,0.0,WA,Ryegrass,0.71,10.0,2015/9/1
ID545360459__Dry_Dead_g,ID545360459,train/ID545360459.jpg,Dry_Dead_g,0.0,WA,Ryegrass,0.71,10.0,2015/9/1
ID545360459__Dry_Green_g,ID545360459,train/ID545360459.jpg,Dry_Green_g,47.73,WA,Ryegrass,0.71,10.0,2015/9/1
ID545360459__Dry_Total_g,ID545360459,train/ID545360459.jpg,Dry_Total_g,47.73,WA,Ryegrass,0.71,10.0,2015/9/1
ID545360459__GDM_g,ID545360459,train/ID545360459.jpg,GDM_g,47.73,WA,Ryegrass,0.71,10.0,2015/9/1
ID629980789__Dry_Clover_g,ID629980789,train/ID629980789.jpg,Dry_Clover_g,1.6069,Vic,Phalaris_Clover,0.77,6.0,2015/7/1
ID629980789__Dry_Dead_g,ID629980789,train/ID629980789.jpg,Dry_Dead_g,8.0345,Vic,Phalaris_Clover,0.77,6.0,2015/7/1
ID629980789__Dry_Green_g,ID629980789,train/ID629980789.jpg,Dry_Green_g,36.9586,Vic,Phalaris_Clover,0.77,6.0,2015/7/1
ID629980789__Dry_Total_g,ID629980789,train/ID629980789.jpg,Dry_Total_g,46.6,Vic,Phalaris_Clover,0.77,6.0,2015/7/1
ID629980789__GDM_g,ID629980789,train/ID629980789.jpg,GDM_g,38.5655,Vic,Phalaris_Clover,0.77,6.0,2015/7/1
ID972274220__Dry_Clover_g,ID972274220,train/ID972274220.jpg,Dry_Clover_g,7.4266,Tas,Ryegrass_Clover,0.56,2.8333,2015/11/10
ID972274220__Dry_Dead_g,ID972274220,train/ID972274220.jpg,Dry_Dead_g,5.7388,Tas,Ryegrass_Clover,0.56,2.8333,2015/11/10
ID972274220__Dry_Green_g,ID972274220,train/ID972274220.jpg,Dry_Green_g,7.8767,Tas,Ryegrass_Clover,0.56,2.8333,2015/11/10
ID972274220__Dry_Total_g,ID972274220,train/ID972274220.jpg,Dry_Total_g,21.0421,Tas,Ryegrass_Clover,0.56,2.8333,2015/11/10
ID972274220__GDM_g,ID972274220,train/ID972274220.jpg,GDM_g,15.3034,Tas,Ryegrass_Clover,0.56,2.8333,2015/11/10
ID1159071020__Dry_Clover_g,ID1159071020,train/ID1159071020.jpg,Dry_Clover_g,1.3191,Vic,Phalaris_Clover,0.74,7.0,2015/9/30
ID1159071020__Dry_Dead_g,ID1159071020,train/ID1159071020.jpg,Dry_Dead_g,6.7982,Vic,Phalaris_Clover,0.74,7.0,2015/9/30
ID1159071020__Dry_Green_g,ID1159071020,train/ID1159071020.jpg,Dry_Green_g,46.5727,Vic,Phalaris_Clover,0.74,7.0,2015/9/30
ID1159071020__Dry_Total_g,ID1159071020,train/ID1159071020.jpg,Dry_Total_g,54.69,Vic,Phalaris_Clover,0.74,7.0,2015/9/30
ID1159071020__GDM_g,ID1159071020,train/ID1159071020.jpg,GDM_g,47.8918,Vic,Phalaris_Clover,0.74,7.0,2015/9/30
ID1782509721__Dry_Clover_g,ID1782509721,train/ID1782509721.jpg,Dry_Clover_g,0.0,NSW,Fescue,0.39,8.0,2015/10/6
ID1782509721__Dry_Dead_g,ID1782509721,train/ID1782509721.jpg,Dry_Dead_g,26.2626,NSW,Fescue,0.39,8.0,2015/10/6
ID1782509721__Dry_Green_g,ID1782509721,train/ID1782509721.jpg,Dry_Green_g,30.1374,NSW,Fescue,0.39,8.0,2015/10/6
ID1782509721__Dry_Total_g,ID1782509721,train/ID1782509721.jpg,Dry_Total_g,56.4,NSW,Fescue,0.39,8.0,2015/10/6
ID1782509721__GDM_g,ID1782509721,train/ID1782509721.jpg,GDM_g,30.1374,NSW,Fescue,0.39,8.0,2015/10/6
ID1277756619__Dry_Clover_g,ID1277756619,train/ID1277756619.jpg,Dry_Clover_g,0.0,Tas,Ryegrass,0.4,3.0,2015/7/1
ID1277756619__Dry_Dead_g,ID1277756619,train/ID1277756619.jpg,Dry_Dead_g,3.2,Tas,Ryegrass,0.4,3.0,2015/7/1
ID1277756619__Dry_Green_g,ID1277756619,train/ID1277756619.jpg,Dry_Green_g,6.0,Tas,Ryegrass,0.4,3.0,2015/7/1
ID1277756619__Dry_Total_g,ID1277756619,train/ID1277756619.jpg,Dry_Total_g,9.2,Tas,Ryegrass,0.4,3.0,2015/7/1
ID1277756619__GDM_g,ID1277756619,train/ID1277756619.jpg,GDM_g,6.0,Tas,Ryegrass,0.4,3.0,2015/7/1
ID1680597197__Dry_Clover_g,ID1680597197,train/ID1680597197.jpg,Dry_Clover_g,0.0,NSW,Fescue,0.69,12.0,2015/2/25
ID1680597197__Dry_Dead_g,ID1680597197,train/ID1680597197.jpg,Dry_Dead_g,8.6171,NSW,Fescue,0.69,12.0,2015/2/25
ID1680597197__Dry_Green_g,ID1680597197,train/ID1680597197.jpg,Dry_Green_g,84.1829,NSW,Fescue,0.69,12.0,2015/2/25
ID1680597197__Dry_Total_g,ID1680597197,train/ID1680597197.jpg,Dry_Total_g,92.8,NSW,Fescue,0.69,12.0,2015/2/25
ID1680597197__GDM_g,ID1680597197,train/ID1680597197.jpg,GDM_g,84.1829,NSW,Fescue,0.69,12.0,2015/2/25
ID1386202352__Dry_Clover_g,ID1386202352,train/ID1386202352.jpg,Dry_Clover_g,0.0,Tas,Ryegrass_Clover,0.86,5.0,2015/5/19
ID1386202352__Dry_Dead_g,ID1386202352,train/ID1386202352.jpg,Dry_Dead_g,12.1549,Tas,Ryegrass_Clover,0.86,5.0,2015/5/19
ID1386202352__Dry_Green_g,ID1386202352,train/ID1386202352.jpg,Dry_Green_g,35.0834,Tas,Ryegrass_Clover,0.86,5.0,2015/5/19
ID1386202352__Dry_Total_g,ID1386202352,train/ID1386202352.jpg,Dry_Total_g,47.2383,Tas,Ryegrass_Clover,0.86,5.0,2015/5/19
ID1386202352__GDM_g,ID1386202352,train/ID1386202352.jpg,GDM_g,35.0834,Tas,Ryegrass_Clover,0.86,5.0,2015/5/19
ID797502182__Dry_Clover_g,ID797502182,train/ID797502182.jpg,Dry_Clover_g,0.0,Tas,Ryegrass,0.43,3.0,2015/7/1
ID797502182__Dry_Dead_g,ID797502182,train/ID797502182.jpg,Dry_Dead_g,12.6079,Tas,Ryegrass,0.43,3.0,2015/7/1
ID797502182__Dry_Green_g,ID797502182,train/ID797502182.jpg,Dry_Green_g,6.9746,Tas,Ryegrass,0.43,3.0,2015/7/1
ID797502182__Dry_Total_g,ID797502182,train/ID797502182.jpg,Dry_Total_g,19.5825,Tas,Ryegrass,0.43,3.0,2015/7/1
ID797502182__GDM_g,ID797502182,train/ID797502182.jpg,GDM_g,6.9746,Tas,Ryegrass,0.43,3.0,2015/7/1
ID1789853061__Dry_Clover_g,ID1789853061,train/ID1789853061.jpg,Dry_Clover_g,12.9283,Vic,Phalaris_Clover,0.87,5.2,2015/8/18
ID1789853061__Dry_Dead_g,ID1789853061,train/ID1789853061.jpg,Dry_Dead_g,7.5415,Vic,Phalaris_Clover,0.87,5.2,2015/8/18
ID1789853061__Dry_Green_g,ID1789853061,train/ID1789853061.jpg,Dry_Green_g,36.6302,Vic,Phalaris_Clover,0.87,5.2,2015/8/18
ID1789853061__Dry_Total_g,ID1789853061,train/ID1789853061.jpg,Dry_Total_g,57.1,Vic,Phalaris_Clover,0.87,5.2,2015/8/18
ID1789853061__GDM_g,ID1789853061,train/ID1789853061.jpg,GDM_g,49.5585,Vic,Phalaris_Clover,0.87,5.2,2015/8/18
ID475010202__Dry_Clover_g,ID475010202,train/ID475010202.jpg,Dry_Clover_g,36.76,WA,SubcloverLosa,0.71,1.0,2015/9/1
ID475010202__Dry_Dead_g,ID475010202,train/ID475010202.jpg,Dry_Dead_g,0.0,WA,SubcloverLosa,0.71,1.0,2015/9/1
ID475010202__Dry_Green_g,ID475010202,train/ID475010202.jpg,Dry_Green_g,0.0,WA,SubcloverLosa,0.71,1.0,2015/9/1
ID475010202__Dry_Total_g,ID475010202,train/ID475010202.jpg,Dry_Total_g,36.76,WA,SubcloverLosa,0.71,1.0,2015/9/1
ID475010202__GDM_g,ID475010202,train/ID475010202.jpg,GDM_g,36.76,WA,SubcloverLosa,0.71,1.0,2015/9/1
ID914754166__Dry_Clover_g,ID914754166,train/ID914754166.jpg,Dry_Clover_g,5.4849,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,2015/10/13
ID914754166__Dry_Dead_g,ID914754166,train/ID914754166.jpg,Dry_Dead_g,14.6759,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,2015/10/13
ID914754166__Dry_Green_g,ID914754166,train/ID914754166.jpg,Dry_Green_g,9.3392,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,2015/10/13
ID914754166__Dry_Total_g,ID914754166,train/ID914754166.jpg,Dry_Total_g,29.5,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,2015/10/13
ID914754166__GDM_g,ID914754166,train/ID914754166.jpg,GDM_g,14.8241,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,2015/10/13
ID697059386__Dry_Clover_g,ID697059386,train/ID697059386.jpg,Dry_Clover_g,10.9589,Tas,WhiteClover,0.67,2.0,2015/6/29
ID697059386__Dry_Dead_g,ID697059386,train/ID697059386.jpg,Dry_Dead_g,7.8827,Tas,WhiteClover,0.67,2.0,2015/6/29
ID697059386__Dry_Green_g,ID697059386,train/ID697059386.jpg,Dry_Green_g,0.769,Tas,WhiteClover,0.67,2.0,2015/6/29
ID697059386__Dry_Total_g,ID697059386,train/ID697059386.jpg,Dry_Total_g,19.6107,Tas,WhiteClover,0.67,2.0,2015/6/29
ID697059386__GDM_g,ID697059386,train/ID697059386.jpg,GDM_g,11.728,Tas,WhiteClover,0.67,2.0,2015/6/29
ID1547945326__Dry_Clover_g,ID1547945326,train/ID1547945326.jpg,Dry_Clover_g,6.2816,Tas,Ryegrass_Clover,0.74,2.1667,2015/9/3
ID1547945326__Dry_Dead_g,ID1547945326,train/ID1547945326.jpg,Dry_Dead_g,4.2493,Tas,Ryegrass_Clover,0.74,2.1667,2015/9/3
ID1547945326__Dry_Green_g,ID1547945326,train/ID1547945326.jpg,Dry_Green_g,10.7156,Tas,Ryegrass_Clover,0.74,2.1667,2015/9/3
ID1547945326__Dry_Total_g,ID1547945326,train/ID1547945326.jpg,Dry_Total_g,21.2465,Tas,Ryegrass_Clover,0.74,2.1667,2015/9/3
ID1547945326__GDM_g,ID1547945326,train/ID1547945326.jpg,GDM_g,16.9972,Tas,Ryegrass_Clover,0.74,2.1667,2015/9/3
ID1413758094__Dry_Clover_g,ID1413758094,train/ID1413758094.jpg,Dry_Clover_g,0.8746,Tas,Ryegrass_Clover,0.54,5.0,2015/9/4
ID1413758094__Dry_Dead_g,ID1413758094,train/ID1413758094.jpg,Dry_Dead_g,46.0532,Tas,Ryegrass_Clover,0.54,5.0,2015/9/4
ID1413758094__Dry_Green_g,ID1413758094,train/ID1413758094.jpg,Dry_Green_g,17.5601,Tas,Ryegrass_Clover,0.54,5.0,2015/9/4
ID1413758094__Dry_Total_g,ID1413758094,train/ID1413758094.jpg,Dry_Total_g,64.4879,Tas,Ryegrass_Clover,0.54,5.0,2015/9/4
ID1413758094__GDM_g,ID1413758094,train/ID1413758094.jpg,GDM_g,18.4347,Tas,Ryegrass_Clover,0.54,5.0,2015/9/4
ID748979397__Dry_Clover_g,ID748979397,train/ID748979397.jpg,Dry_Clover_g,43.2687,Tas,Clover,0.77,3.8333,2015/11/9
